,Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text,tokens,sentiment,compound_score,sentiment_category,positive_score,negative_score,neutral_score
536,536,FabHotel Nirvana Suites,"Jasola, New Delhi",Jul-23,Very good,8.0, · Staff is good grt hospitality grt job rachna,"['·', 'Staff', 'is', 'good', 'grt', 'hospitality', 'grt', 'job', 'rachna']","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,Positive,0.293,0.0,0.707
537,537,FabHotel Nirvana Suites,"Jasola, New Delhi",Jun-23,Nice Stay,8.0,Very nice food and great ambiance and very happy atmosphere  very nice and friendly good quality food and great place to staff is very friendly and must visit,"['Very', 'nice', 'food', 'and', 'great', 'ambiance', 'and', 'very', 'happy', 'atmosphere', 'very', 'nice', 'and', 'friendly', 'good', 'quality', 'food', 'and', 'great', 'place', 'to', 'staff', 'is', 'very', 'friendly', 'and', 'must', 'visit']","{'neg': 0.0, 'neu': 0.415, 'pos': 0.585, 'compound': 0.9821}",0.9821,Positive,0.585,0.0,0.415
538,538,FabHotel Nirvana Suites,"Jasola, New Delhi",Jan-23,It was a nice stay as room was comfortable,8.0,All is well,"['All', 'is', 'well']","{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732,Positive,0.512,0.0,0.488
539,539,FabHotel Nirvana Suites,"Jasola, New Delhi",Jun-22,A little improvement is needed in here.,7.0,"Newly built Hotel (2021 or so) , that's why the things were all in order.","['Newly', 'built', 'Hotel', '(', '2021', 'or', 'so', ')', ',', 'that', ""'s"", 'why', 'the', 'things', 'were', 'all', 'in', 'order', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
540,540,FabHotel Nirvana Suites,"Jasola, New Delhi",Jun-22,we stayed here for two days and it was a comfortable stay. The staff were at their best behaviour and assisted us with e,7.0,"Arjun Bhaiya ✨ He was our valet. He is the sweetest being. he always has a smile on his face no matter how stressful his day is. We were two women in a new city and we were pretty scared naturally but he was so sweet to us. he gave us directions, he told us where we could find metro stations and how we were supposed to travel from one place to another. He even arranged autos for us since we were new in the city. He interacted with us and was very friendly and respectful! 10/10 to Arjun bhaiya. next time I come to Delhi I’m going to stay in the hotel mainly because of his service and good behaviour.","['Arjun', 'Bhaiya', '✨', 'He', 'was', 'our', 'valet', '.', 'He', 'is', 'the', 'sweetest', 'being', '.', 'he', 'always', 'has', 'a', 'smile', 'on', 'his', 'face', 'no', 'matter', 'how', 'stressful', 'his', 'day', 'is', '.', 'We', 'were', 'two', 'women', 'in', 'a', 'new', 'city', 'and', 'we', 'were', 'pretty', 'scared', 'naturally', 'but', 'he', 'was', 'so', 'sweet', 'to', 'us', '.', 'he', 'gave', 'us', 'directions', ',', 'he', 'told', 'us', 'where', 'we', 'could', 'find', 'metro', 'stations', 'and', 'how', 'we', 'were', 'supposed', 'to', 'travel', 'from', 'one', 'place', 'to', 'another', '.', 'He', 'even', 'arranged', 'autos', 'for', 'us', 'since', 'we', 'were', 'new', 'in', 'the', 'city', '.', 'He', 'interacted', 'with', 'us', 'and', 'was', 'very', 'friendly', 'and', 'respectful', '!', '10/10', 'to', 'Arjun', 'bhaiya', '.', 'next', 'time', 'I', 'come', 'to', 'Delhi', 'I', '’', 'm', 'going', 'to', 'stay', 'in', 'the', 'hotel', 'mainly', 'because', 'of', 'his', 'service', 'and', 'good', 'behaviour', '.']","{'neg': 0.042, 'neu': 0.786, 'pos': 0.172, 'compound': 0.9627}",0.9627,Positive,0.172,0.042,0.786
541,541,FabHotel Nirvana Suites,"Jasola, New Delhi",Apr-22,"Stay is good, family is happy.",7.0,"Manager and staff are friendly. And yes, they were trying their best to fix all our needs n requirements. AC is good. WiFi is OK. Location is all near to the main attractions & 10-15 minutes away from Noida by Car","['Manager', 'and', 'staff', 'are', 'friendly', '.', 'And', 'yes', ',', 'they', 'were', 'trying', 'their', 'best', 'to', 'fix', 'all', 'our', 'needs', 'n', 'requirements', '.', 'AC', 'is', 'good', '.', 'WiFi', 'is', 'OK', '.', 'Location', 'is', 'all', 'near', 'to', 'the', 'main', 'attractions', '&', '10-15', 'minutes', 'away', 'from', 'Noida', 'by', 'Car']","{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.9567}",0.9567,Positive,0.362,0.0,0.638
542,542,The Oakland Plaza by Orion Hotels,"South Delhi, New Delhi",Apr-23,Exceptional,10.0,Location and food room was  also clear and fresh,"['Location', 'and', 'food', 'room', 'was', 'also', 'clear', 'and', 'fresh']","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.5994}",0.5994,Positive,0.412,0.0,0.588
543,543,The Oakland Plaza by Orion Hotels,"South Delhi, New Delhi",Jul-23,Good,7.0,Hotel location was good. Rooms were nice and comfortable,"['Hotel', 'location', 'was', 'good', '.', 'Rooms', 'were', 'nice', 'and', 'comfortable']","{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.8402}",0.8402,Positive,0.6,0.0,0.4
544,544,The Oakland Plaza by Orion Hotels,"South Delhi, New Delhi",Jun-23,Pleasant,6.0,Liked the location and the room size and amenities provided.,"['Liked', 'the', 'location', 'and', 'the', 'room', 'size', 'and', 'amenities', 'provided', '.']","{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}",0.4215,Positive,0.237,0.0,0.763
545,545,The Oakland Plaza by Orion Hotels,"South Delhi, New Delhi",May-23,Very good,8.0,"I like the Location , Breakfast was amazing i can say Excellent , Housekeeping was far excellent and supportive . Room Contains all major Services one Usually required for a Night..","['I', 'like', 'the', 'Location', ',', 'Breakfast', 'was', 'amazing', 'i', 'can', 'say', 'Excellent', ',', 'Housekeeping', 'was', 'far', 'excellent', 'and', 'supportive', '.', 'Room', 'Contains', 'all', 'major', 'Services', 'one', 'Usually', 'required', 'for', 'a', 'Night', '..']","{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9423}",0.9423,Positive,0.443,0.0,0.557
546,546,The Oakland Plaza by Orion Hotels,"South Delhi, New Delhi",Apr-23,Pleasant,6.0, · It is very much expensive for there food ....as a example water 1lit 60 rupees MRP but they are taken 60.00+ GST,"['·', 'It', 'is', 'very', 'much', 'expensive', 'for', 'there', 'food', '....', 'as', 'a', 'example', 'water', '1lit', '60', 'rupees', 'MRP', 'but', 'they', 'are', 'taken', '60.00+', 'GST']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
547,547,The Oakland Plaza by Orion Hotels,"South Delhi, New Delhi",Mar-23,Good,7.0,Food,['Food'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
548,548,The Oakland Plaza by Orion Hotels,"South Delhi, New Delhi",Feb-23,Very good,8.0,nice,['nice'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,Positive,1.0,0.0,0.0
549,549,The Oakland Plaza by Orion Hotels,"South Delhi, New Delhi",Dec-22,awesome place but I wish it was a bot more clean,8.0,good location and good connectivity,"['good', 'location', 'and', 'good', 'connectivity']","{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",0.7003,Positive,0.659,0.0,0.341
550,550,The Oakland Plaza by Orion Hotels,"South Delhi, New Delhi",Oct-22,staff are nice,7.0,the service was Good,"['the', 'service', 'was', 'Good']","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,0.492,0.0,0.508
551,551,The Oakland Plaza by Orion Hotels,"South Delhi, New Delhi",Aug-22,Good,7.0," · I didn't like that fact that I had an offer for welcome drinks which was not provided even after asked twice, It's not about the drinks it's about how you provide the service.
It was my second visit , and same thing happened","['·', 'I', 'did', ""n't"", 'like', 'that', 'fact', 'that', 'I', 'had', 'an', 'offer', 'for', 'welcome', 'drinks', 'which', 'was', 'not', 'provided', 'even', 'after', 'asked', 'twice', ',', 'It', ""'s"", 'not', 'about', 'the', 'drinks', 'it', ""'s"", 'about', 'how', 'you', 'provide', 'the', 'service', '.', 'It', 'was', 'my', 'second', 'visit', ',', 'and', 'same', 'thing', 'happened']","{'neg': 0.049, 'neu': 0.881, 'pos': 0.07, 'compound': 0.224}",0.224,Positive,0.07,0.049,0.881
552,552,Hotel De Tark Near Delhi Airport,"South West, New Delhi",Jun-23,Exceptional,10.0,Hotel was good and amazing. Rooms are comfortable with window AC tv WiFi also facilities are available here mostly service was outstanding in this hotel the tark.. location was current nearby international airport,"['Hotel', 'was', 'good', 'and', 'amazing', '.', 'Rooms', 'are', 'comfortable', 'with', 'window', 'AC', 'tv', 'WiFi', 'also', 'facilities', 'are', 'available', 'here', 'mostly', 'service', 'was', 'outstanding', 'in', 'this', 'hotel', 'the', 'tark', '..', 'location', 'was', 'current', 'nearby', 'international', 'airport']","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9325}",0.9325,Positive,0.326,0.0,0.674
553,553,Hotel De Tark Near Delhi Airport,"South West, New Delhi",Aug-23,Nice hotel,9.0,excellent service with the staff who courteously took care of our requirements,"['excellent', 'service', 'with', 'the', 'staff', 'who', 'courteously', 'took', 'care', 'of', 'our', 'requirements']","{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7845}",0.7845,Positive,0.408,0.0,0.592
554,554,Hotel De Tark Near Delhi Airport,"South West, New Delhi",Aug-23,Superb,9.0,"My stay was excellent rom was very neet and clean service can be better.
Very close to airport.","['My', 'stay', 'was', 'excellent', 'rom', 'was', 'very', 'neet', 'and', 'clean', 'service', 'can', 'be', 'better', '.', 'Very', 'close', 'to', 'airport', '.']","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.8612}",0.8612,Positive,0.389,0.0,0.611
555,555,Hotel De Tark Near Delhi Airport,"South West, New Delhi",Aug-23,Good hotel,7.0,Nice property,"['Nice', 'property']","{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive,0.737,0.0,0.263
556,556,Hotel De Tark Near Delhi Airport,"South West, New Delhi",Aug-23,Good hotel,8.0,excellent service with the staff who courteously took care of our requirements,"['excellent', 'service', 'with', 'the', 'staff', 'who', 'courteously', 'took', 'care', 'of', 'our', 'requirements']","{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7845}",0.7845,Positive,0.408,0.0,0.592
557,557,Hotel De Tark Near Delhi Airport,"South West, New Delhi",Aug-23,Nice hotel,9.0,"Location and clean and big Room.
It nice restaurant variety of options","['Location', 'and', 'clean', 'and', 'big', 'Room', '.', 'It', 'nice', 'restaurant', 'variety', 'of', 'options']","{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.6705}",0.6705,Positive,0.355,0.0,0.645
558,558,Hotel De Tark Near Delhi Airport,"South West, New Delhi",Aug-23,Nice,9.0,"Overall stay was good. But what I liked the most was the breakfast , breakfast was delicious and delivered to the room on time","['Overall', 'stay', 'was', 'good', '.', 'But', 'what', 'I', 'liked', 'the', 'most', 'was', 'the', 'breakfast', ',', 'breakfast', 'was', 'delicious', 'and', 'delivered', 'to', 'the', 'room', 'on', 'time']","{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.8934}",0.8934,Positive,0.36,0.0,0.64
559,559,Hotel De Tark Near Delhi Airport,"South West, New Delhi",Aug-23,Nice property,9.0,Staff was very friendly and helpful specially front office manager Nitin.the location was very safe and convenient for a bit of shopping,"['Staff', 'was', 'very', 'friendly', 'and', 'helpful', 'specially', 'front', 'office', 'manager', 'Nitin.the', 'location', 'was', 'very', 'safe', 'and', 'convenient', 'for', 'a', 'bit', 'of', 'shopping']","{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.8674}",0.8674,Positive,0.351,0.0,0.649
560,560,Hotel De Tark Near Delhi Airport,"South West, New Delhi",Aug-23,Comfortable stay,8.0,I was really happy to stay there I actullay extended the stay as I like the calmness and behaviour.,"['I', 'was', 'really', 'happy', 'to', 'stay', 'there', 'I', 'actullay', 'extended', 'the', 'stay', 'as', 'I', 'like', 'the', 'calmness', 'and', 'behaviour', '.']","{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.8479}",0.8479,Positive,0.414,0.0,0.586
561,561,Hotel De Tark Near Delhi Airport,"South West, New Delhi",Aug-23,Nice property,9.0,It was good food for the money we paid.Location is very good since it's closer to delhi airport.,"['It', 'was', 'good', 'food', 'for', 'the', 'money', 'we', 'paid.Location', 'is', 'very', 'good', 'since', 'it', ""'s"", 'closer', 'to', 'delhi', 'airport', '.']","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.7003}",0.7003,Positive,0.266,0.0,0.734
562,562,Hotel JPS - Vikas Puri,"West Delhi, New Delhi",Aug-23,Bad,1.0,Nothing because this hotel don't even exist just remove it from this website. This is fake and have waste my time yesterday. So pathetic app why you guys keep such fake hotel in your app.,"['Nothing', 'because', 'this', 'hotel', 'do', ""n't"", 'even', 'exist', 'just', 'remove', 'it', 'from', 'this', 'website', '.', 'This', 'is', 'fake', 'and', 'have', 'waste', 'my', 'time', 'yesterday', '.', 'So', 'pathetic', 'app', 'why', 'you', 'guys', 'keep', 'such', 'fake', 'hotel', 'in', 'your', 'app', '.']","{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.9184}",-0.9184,Negative,0.0,0.295,0.705
563,563,Hotel JPS - Vikas Puri,"West Delhi, New Delhi",Aug-23,Superb,9.0,Had a great experience,"['Had', 'a', 'great', 'experience']","{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,Positive,0.672,0.0,0.328
564,564,Hotel JPS - Vikas Puri,"West Delhi, New Delhi",Aug-23,clean and fantastic hotel,9.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
565,565,Hotel JPS - Vikas Puri,"West Delhi, New Delhi",Aug-23,spacious rooms and hygienic,8.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
566,566,Hotel JPS - Vikas Puri,"West Delhi, New Delhi",Aug-23,front desk staff was very helpful,8.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
567,567,Hotel JPS - Vikas Puri,"West Delhi, New Delhi",Aug-23,everything was great at this hotel,7.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
568,568,Hotel JPS - Vikas Puri,"West Delhi, New Delhi",Aug-23,high quality service at hotel,9.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
569,569,Hotel JPS - Vikas Puri,"West Delhi, New Delhi",Aug-23,great service of this hotel,7.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
570,570,Hotel JPS - Vikas Puri,"West Delhi, New Delhi",Aug-23,great ambiance of this hotel,9.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
571,571,Hotel JPS - Vikas Puri,"West Delhi, New Delhi",Aug-23,great atmosphere inside and outside of the hotel,7.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
572,572,Anchal Hotel,"Paharganj, New Delhi",Aug-23,Excellent,10.0,Sarvice is good staff behivior is very good,"['Sarvice', 'is', 'good', 'staff', 'behivior', 'is', 'very', 'good']","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}",0.7003,Positive,0.492,0.0,0.508
573,573,Anchal Hotel,"Paharganj, New Delhi",Aug-23,good,10.0,good.....,"['good', '.....']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
574,574,Anchal Hotel,"Paharganj, New Delhi",Aug-23,good...,10.0,Stay happy,"['Stay', 'happy']","{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,Positive,0.787,0.0,0.213
575,575,Anchal Hotel,"Paharganj, New Delhi",Aug-23,Very good,10.0,Excellent,['Excellent'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,Positive,1.0,0.0,0.0
576,576,Anchal Hotel,"Paharganj, New Delhi",Aug-23,Awesome,10.0,Good,['Good'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive,1.0,0.0,0.0
577,577,Anchal Hotel,"Paharganj, New Delhi",Aug-23,Passable,5.0, · Staff and cleaning,"['·', 'Staff', 'and', 'cleaning']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
578,578,Anchal Hotel,"Paharganj, New Delhi",Aug-23,Very good,9.0,MacDonald,['MacDonald'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
579,579,Anchal Hotel,"Paharganj, New Delhi",Aug-23,Very good service,10.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
580,580,Anchal Hotel,"Paharganj, New Delhi",Aug-23,"Totally fraud, Hotel management denied to provide room at given rate which has been shown by you.",1.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
581,581,Anchal Hotel,"Paharganj, New Delhi",Aug-23,Passable,5.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
582,582,OYO Townhouse Hotel Moro,"Rohini, New Delhi",Jun-23,Good,7.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
583,583,OYO Townhouse Hotel Moro,"Rohini, New Delhi",May-23,Bad,1.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
584,584,Park Inn by Radisson New Delhi IP Extension,"Patparganj, New Delhi",Nov-21,Pleasant stay,10.0,Didn't take breakfast because I had some other assignment,"['Did', ""n't"", 'take', 'breakfast', 'because', 'I', 'had', 'some', 'other', 'assignment']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
585,585,Park Inn by Radisson New Delhi IP Extension,"Patparganj, New Delhi",Aug-23,Very good,8.0,Stay and food is nice,"['Stay', 'and', 'food', 'is', 'nice']","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,Positive,0.412,0.0,0.588
